Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Nitz, Douglas A.","
COGS 176 - From Sleep to Attention (A)
",WI18,51,"
24
","
95.2%
","
100.0%
","
4.69
","
B+ (3.48)
","
B+ (3.47)
"
"Nitz, Douglas A.","
COGS 176 - From Sleep to Attention (A)
",WI14,37,"
14
","
92.9%
","
85.7%
","
4.64
","
B+ (3.64)
","
B+ (3.63)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Tung, Janet C","
COGS 177 - Space and Time in the Brain (A)
",S222,52,"
15
","
64.3%
","
69.2%
","
7.36
","
B+ (3.33)
","
B+ (3.39)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",S221,32,"
6
","
100.0%
","
83.3%
","
5.83
","
B (3.17)
","
B (3.01)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",S120,36,"
11
","
100.0%
","
100.0%
","
6.32
","
B+ (3.55)
","
B+ (3.43)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",WI18,41,"
16
","
93.3%
","
100.0%
","
4.63
","
A- (3.77)
","
A- (3.70)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",WI17,21,"
10
","
100.0%
","
90.0%
","
4.50
","
A- (3.70)
","
A- (3.92)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",WI15,20,"
8
","
100.0%
","
100.0%
","
3.75
","
A- (3.88)
","
B+ (3.55)
"
"Nitz, Douglas A.","
COGS 177 - Space and Time in the Brain (A)
",WI13,18,"
9
","
100.0%
","
100.0%
","
5.39
","
B+ (3.44)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP22,73,"
23
","
85.7%
","
71.4%
","
4.68
","
B+ (3.68)
","
A- (3.81)
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP21,65,"
25
","
83.3%
","
91.7%
","
3.17
","
A- (3.83)
","
A- (3.91)
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP20,67,"
25
","
83.3%
","
83.3%
","
4.58
","
A- (3.75)
","
A- (3.90)
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP19,53,"
23
","
90.5%
","
95.2%
","
2.50
","
A- (3.89)
","
A- (3.83)
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP18,30,"
21
","
75.0%
","
80.0%
","
3.80
","
A- (3.85)
","
B+ (3.69)
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",SP17,16,"
8
","
85.7%
","
71.4%
","
1.64
","
B+ (3.57)
","
N/A
"
"Jernigan, Terry Lynne","
COGS 178 - Genes, Brains & Behavior (A)
",WI15,12,"
5
","
80.0%
","
100.0%
","
2.90
","
B (3.20)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",WI22,47,"
14
","
91.7%
","
91.7%
","
8.50
","
B (3.00)
","
C+ (2.38)
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",WI21,37,"
16
","
86.7%
","
100.0%
","
6.50
","
B+ (3.43)
","
B+ (3.34)
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",S220,18,"
8
","
87.5%
","
87.5%
","
8.00
","
B (3.00)
","
N/A
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",FA19,39,"
12
","
72.7%
","
81.8%
","
5.41
","
B+ (3.40)
","
B (3.15)
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",SP19,45,"
14
","
83.3%
","
100.0%
","
6.17
","
B+ (3.33)
","
B- (2.83)
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",FA17,32,"
12
","
81.8%
","
80.0%
","
5.59
","
B+ (3.36)
","
B+ (3.32)
"
"Coulson, Seana M","
COGS 179 - Electrophysiology of Cognition (A)
",FA16,19,"
11
","
63.6%
","
63.6%
","
5.95
","
B (3.20)
","
N/A
"
"Kutas, Marta                       ","
COGS 179 - Electrophysiology of Cognition (A)
",SP09,25,"
25
","
92.0%
","
100.0%
","
6.42
","
B+ (3.65)
","
B (3.16)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",SP23,345,"
150
","
95.2%
","
98.6%
","
5.72
","
B+ (3.59)
","
B+ (3.53)
"
"Fleischer, Jason G","
COGS 18 - Introduction to Python (A)
",WI23,344,"
130
","
83.7%
","
86.2%
","
6.14
","
B+ (3.51)
","
B+ (3.40)
"
"Fleischer, Jason G","
COGS 18 - Introduction to Python (A)
",FA22,349,"
115
","
88.3%
","
94.5%
","
5.49
","
B+ (3.48)
","
B+ (3.43)
"
"Green, Daniel Richard","
COGS 18 - Introduction to Python (B)
",SP22,14,"
7
","
85.7%
","
100.0%
","
4.50
","
B+ (3.43)
","
N/A
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",WI22,355,"
243
","
94.5%
","
98.3%
","
6.55
","
B+ (3.63)
","
B+ (3.32)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",FA21,346,"
225
","
91.9%
","
97.3%
","
6.54
","
B+ (3.52)
","
B (3.27)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (B)
",SP21,100,"
50
","
96.0%
","
100.0%
","
6.98
","
A- (3.73)
","
B+ (3.54)
"
"Bardolph, Megan Dalene","
COGS 18 - Introduction to Python (C)
",SP21,272,"
140
","
89.8%
","
95.6%
","
7.08
","
B+ (3.55)
","
B+ (3.51)
"
"Bardolph, Megan Dalene","
COGS 18 - Introduction to Python (A)
",WI21,295,"
135
","
83.6%
","
83.6%
","
6.30
","
B+ (3.67)
","
B+ (3.31)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (B)
",WI21,99,"
72
","
91.4%
","
97.1%
","
7.20
","
B+ (3.60)
","
B+ (3.42)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",FA20,359,"
251
","
93.6%
","
99.2%
","
6.70
","
B+ (3.59)
","
B+ (3.36)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",S120,88,"
58
","
100.0%
","
100.0%
","
7.98
","
A- (3.78)
","
B+ (3.61)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",SP20,307,"
183
","
98.4%
","
98.9%
","
5.98
","
A- (3.72)
","
A- (3.78)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",FA19,301,"
230
","
96.5%
","
97.8%
","
5.23
","
B+ (3.66)
","
B+ (3.62)
"
"Gupta, Anjum","
COGS 18 - Introduction to Python (A)
",S219,104,"
37
","
89.2%
","
70.3%
","
6.82
","
B+ (3.40)
","
B+ (3.36)
"
"Ellis, Shannon Elizabeth","
COGS 18 - Introduction to Python (A)
",SP19,275,"
222
","
94.9%
","
98.6%
","
5.36
","
B+ (3.50)
","
B+ (3.58)
"
"Donoghue, Thomas","
COGS 18 - Introduction to Python (A)
",FA18,208,"
110
","
93.3%
","
98.0%
","
5.95
","
B+ (3.62)
","
B+ (3.54)
"
"Trottier, Leo G                    ","
COGS 18 - Intro/Programming/Cogn Science (A)
",FA10,65,"
60
","
46.7%
","
37.3%
","
10.03
","
B- (2.98)
","
B (3.08)
"
"Trottier, Leo G                    ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",SU10,24,"
8
","
62.5%
","
62.5%
","
17.75
","
B- (2.75)
","
N/A
"
"Marx, Susan S                      ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",SP10,83,"
46
","
63.0%
","
66.7%
","
6.37
","
B (3.12)
","
C+ (2.48)
"
"Marx, Susan S                      ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",WI10,74,"
37
","
81.1%
","
86.5%
","
6.93
","
B (3.06)
","
B- (2.75)
"
"Marx, Susan S                      ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",FA09,76,"
56
","
84.9%
","
75.9%
","
4.71
","
B+ (3.55)
","
B (3.20)
"
"Gupta, Anjum                       ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",SU09,22,"
15
","
86.7%
","
100.0%
","
7.17
","
B+ (3.53)
","
N/A
"
"Marx, Susan S                      ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",SP09,81,"
36
","
80.6%
","
71.4%
","
4.94
","
B (3.29)
","
B- (2.75)
"
"Marx, Susan S","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",WI09,48,"
28
","
70.4%
","
85.2%
","
4.64
","
B+ (3.44)
","
B (3.24)
"
"Gupta, Anjum                       ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",FA08,74,"
19
","
73.7%
","
89.5%
","
5.55
","
B+ (3.31)
","
B (3.02)
"
"Marx, Susan S                 ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",SP08,91,"
49
","
75.5%
","
81.6%
","
7.23
","
B+ (3.37)
","
B- (2.87)
"
"Marx, Susan S                 ","
COGS 18 - Intr/C Programming/Cogntv Modl (A)
",FA07,90,"
39
","
78.9%
","
97.2%
","
5.29
","
B+ (3.51)
","
B- (2.93)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Yu, Angela J.","
COGS 180 - Decision Making in the Brain (A)
",FA21,58,"
20
","
85.0%
","
95.0%
","
6.10
","
B+ (3.35)
","
B- (2.98)
"
"Yu, Angela J.","
COGS 180 - Decision Making in the Brain (A)
",SP21,57,"
47
","
78.7%
","
74.5%
","
6.15
","
B+ (3.40)
","
B+ (3.44)
"
"Yu, Angela J.","
COGS 180 - Decision Making in the Brain (A)
",WI20,26,"
17
","
76.5%
","
70.6%
","
3.91
","
B+ (3.65)
","
A- (3.81)
"
"Yu, Angela J.","
COGS 180 - Neural Coding/Sensory Systems (A)
",SP17,7,"
7
","
71.4%
","
85.7%
","
8.50
","
B+ (3.50)
","
N/A
"
"Yu, Angela J.","
COGS 180 - Neural Coding/Sensory Systems (B)
",SP16,8,"
7
","
85.7%
","
85.7%
","
8.21
","
B (3.29)
","
N/A
"
"Yu, Angela J.","
COGS 180 - Neural Coding/Sensory Systems (A)
",SP14,5,"
5
","
100.0%
","
100.0%
","
6.90
","
B+ (3.50)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Tu, Zhuowen","
COGS 181 - Neural Networks/Deep Learning (A)
",WI23,103,"
40
","
100.0%
","
95.0%
","
7.15
","
B+ (3.69)
","
B+ (3.58)
"
"Tu, Zhuowen","
COGS 181 - Neural Networks/Deep Learning (A)
",SP20,172,"
62
","
100.0%
","
91.4%
","
6.46
","
A- (3.84)
","
A- (3.85)
"
"Tu, Zhuowen","
COGS 181 - Neural Networks/Deep Learning (A)
",SP19,148,"
78
","
93.5%
","
90.9%
","
5.66
","
A- (3.72)
","
B+ (3.55)
"
"Tu, Zhuowen","
COGS 181 - Neural Networks/Deep Learning (A)
",FA17,107,"
51
","
94.0%
","
92.0%
","
8.58
","
A- (3.74)
","
B+ (3.69)
"
"Tu, Zhuowen","
COGS 181 - Neural Networks/Deep Learning (A)
",WI17,74,"
31
","
96.7%
","
90.0%
","
8.10
","
B+ (3.63)
","
B+ (3.65)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Mattar, Marcelo G","
COGS 182 - Intro/Reinforcement Learning (A)
",WI21,32,"
18
","
94.4%
","
83.3%
","
9.06
","
B+ (3.59)
","
B+ (3.69)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP23,43,"
11
","
88.9%
","
88.9%
","
6.50
","
B (3.20)
","
B (3.09)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP22,50,"
15
","
92.9%
","
92.9%
","
7.21
","
B+ (3.50)
","
B- (2.87)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP21,53,"
14
","
84.6%
","
100.0%
","
6.65
","
B+ (3.42)
","
B (3.11)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP20,45,"
17
","
82.4%
","
88.2%
","
6.03
","
B+ (3.64)
","
A- (3.88)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP19,37,"
10
","
100.0%
","
100.0%
","
7.25
","
A- (3.88)
","
B (3.16)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",WI18,19,"
12
","
90.9%
","
100.0%
","
6.67
","
B+ (3.33)
","
N/A
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",WI16,10,"
3
","
100.0%
","
100.0%
","
13.17
","
B+ (3.50)
","
N/A
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",WI15,15,"
4
","
100.0%
","
100.0%
","
5.83
","
A- (3.75)
","
N/A
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP14,23,"
8
","
87.5%
","
100.0%
","
5.75
","
B (3.13)
","
B- (2.97)
"
"Johnson, Christine M.","
COGS 184 - Modeling/Evolution of Cognitn (A)
",SP13,36,"
6
","
100.0%
","
100.0%
","
9.70
","
B+ (3.40)
","
B (3.23)
"
"Belew, Richard K                   ","
COGS 184 - Modeling/Evolution of Cognitn  (A)
",WI10,12,"
5
","
80.0%
","
100.0%
","
8.50
","
B (3.25)
","
N/A
"
"Belew, Richard K                   ","
COGS 184 - Modeling/Evolution of Cognitn  (A)
",SP09,12,"
10
","
90.0%
","
80.0%
","
5.90
","
B+ (3.33)
","
N/A
"
"Johnson, Christine M.         ","
COGS 184 - Modeling/Evolution of Cognitn  (A)
",SP08,19,"
16
","
93.8%
","
93.8%
","
6.38
","
B+ (3.62)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Johnson, Christine M.","
COGS 184GS - Modeling/Evolution of Cognitn (A)
",S119,24,"
19
","
100.0%
","
100.0%
","
7.45
","
B+ (3.53)
","
B+ (3.36)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",SP23,89,"
23
","
82.6%
","
82.6%
","
5.46
","
A- (3.76)
","
A- (3.81)
"
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",FA20,29,"
17
","
100.0%
","
100.0%
","
7.00
","
B+ (3.69)
","
A- (3.71)
"
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",SP18,68,"
38
","
97.2%
","
94.3%
","
9.15
","
A- (3.78)
","
A- (3.86)
"
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",SP16,42,"
18
","
100.0%
","
100.0%
","
8.50
","
A (4.00)
","
A- (3.77)
"
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",SP15,13,"
10
","
100.0%
","
100.0%
","
10.50
","
A- (3.88)
","
N/A
"
"Tu, Zhuowen","
COGS 185 - Adv. Machine Learning Methods (A)
",SP14,10,"
4
","
100.0%
","
100.0%
","
11.50
","
B+ (3.67)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Gupta, Anjum","
COGS 186 - Genetic Algorithms (A)
",S222,27,"
18
","
94.4%
","
94.4%
","
9.56
","
B (3.25)
","
B (3.04)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA22,157,"
52
","
77.1%
","
68.8%
","
4.42
","
A- (3.86)
","
A- (3.79)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S222,59,"
7
","
85.7%
","
85.7%
","
4.21
","
A- (3.86)
","
A (4.00)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA21,167,"
92
","
92.1%
","
88.5%
","
4.50
","
A- (3.81)
","
A- (3.77)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S221,74,"
16
","
75.0%
","
81.3%
","
5.63
","
A- (3.81)
","
A- (3.87)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA20,162,"
131
","
92.4%
","
85.5%
","
5.74
","
A- (3.76)
","
A- (3.85)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S220,76,"
20
","
94.4%
","
83.3%
","
7.61
","
A- (3.72)
","
A- (3.77)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA19,151,"
48
","
89.4%
","
80.9%
","
4.59
","
B+ (3.70)
","
B+ (3.62)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S219,61,"
13
","
75.0%
","
90.9%
","
5.83
","
A- (3.75)
","
A- (3.87)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA18,73,"
46
","
92.9%
","
90.5%
","
4.45
","
B+ (3.60)
","
B+ (3.59)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S218,74,"
15
","
100.0%
","
91.7%
","
4.83
","
A- (3.92)
","
A- (3.90)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA17,120,"
40
","
95.0%
","
92.5%
","
7.32
","
A- (3.87)
","
B+ (3.69)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S217,68,"
64
","
96.9%
","
96.8%
","
7.25
","
A- (3.76)
","
A- (3.94)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA16,104,"
62
","
91.8%
","
86.9%
","
7.93
","
A- (3.75)
","
A- (3.71)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S216,71,"
15
","
76.9%
","
76.9%
","
7.42
","
A- (3.75)
","
A- (3.77)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",WI16,77,"
28
","
80.0%
","
88.0%
","
8.59
","
A- (3.78)
","
A- (3.80)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",FA15,74,"
29
","
88.9%
","
85.2%
","
6.35
","
A- (3.71)
","
B+ (3.55)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S215,29,"
5
","
100.0%
","
100.0%
","
8.50
","
A- (3.80)
","
A- (3.80)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",FA14,33,"
14
","
92.3%
","
69.2%
","
10.00
","
B+ (3.42)
","
A- (3.71)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (B)
",FA14,45,"
9
","
66.7%
","
44.4%
","
8.28
","
B+ (3.50)
","
A- (3.71)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S214,20,"
11
","
90.0%
","
100.0%
","
5.10
","
A (4.00)
","
A (4.00)
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (A)
",WI14,73,"
21
","
71.4%
","
57.1%
","
11.40
","
B+ (3.48)
","
B+ (3.50)
"
"Boyle, Mary E. T.","
COGS 187A - Usability & Info. Architecture (A)
",S213,19,"
4
","
100.0%
","
66.7%
","
9.17
","
B+ (3.67)
","
N/A
"
"Kirsh, David Joel","
COGS 187A - Usability & Info. Architecture (B)
",WI13,61,"
24
","
95.8%
","
87.5%
","
10.17
","
B+ (3.46)
","
B+ (3.48)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI23,103,"
28
","
88.5%
","
80.8%
","
7.31
","
A- (3.93)
","
B+ (3.64)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI22,110,"
47
","
87.0%
","
76.1%
","
7.80
","
A- (3.76)
","
A- (3.72)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI21,99,"
88
","
92.0%
","
82.8%
","
7.89
","
B+ (3.64)
","
B+ (3.69)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI20,62,"
13
","
92.3%
","
100.0%
","
6.50
","
A- (3.85)
","
B+ (3.49)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI19,64,"
18
","
86.7%
","
80.0%
","
8.23
","
A- (3.73)
","
A- (3.73)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI18,62,"
45
","
90.2%
","
80.5%
","
7.26
","
A- (3.86)
","
B+ (3.64)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI17,61,"
22
","
100.0%
","
95.0%
","
5.80
","
A- (3.79)
","
A- (3.75)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI16,37,"
16
","
100.0%
","
81.3%
","
9.13
","
B+ (3.69)
","
B+ (3.63)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",WI15,50,"
18
","
94.1%
","
88.2%
","
6.38
","
B+ (3.53)
","
B+ (3.59)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",SP14,45,"
13
","
100.0%
","
92.3%
","
7.67
","
B+ (3.69)
","
B+ (3.41)
"
"Kirsh, David Joel","
COGS 187B - Practicum in Pro Web Design (A)
",SP13,44,"
14
","
100.0%
","
100.0%
","
11.88
","
A- (3.77)
","
B+ (3.56)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Gupta, Anjum","
COGS 188 - AI Algorithms (A)
",S121,70,"
58
","
91.4%
","
89.7%
","
6.33
","
B+ (3.68)
","
B+ (3.52)
"
"Gupta, Anjum","
COGS 188 - AI Algorithms (A)
",WI21,68,"
56
","
94.6%
","
92.9%
","
5.04
","
B+ (3.55)
","
B+ (3.62)
"
"Gupta, Anjum","
COGS 188 - AI Algorithms (A)
",FA20,16,"
12
","
100.0%
","
100.0%
","
4.32
","
A- (3.91)
","
N/A
"
"Gupta, Anjum","
COGS 188 - AI Algorithms (A)
",S220,49,"
41
","
80.5%
","
85.0%
","
7.10
","
B (3.19)
","
B (3.27)
"
"Gupta, Anjum","
COGS 188 - AI Algorithms (A)
",S219,35,"
8
","
85.7%
","
85.7%
","
6.79
","
A- (3.71)
","
B (3.07)
"
"Gupta, Anjum","
COGS 188 - AI Algorithm & Social Language (A)
",S218,38,"
21
","
85.7%
","
81.0%
","
6.30
","
B+ (3.35)
","
B (3.22)
"
"Gupta, Anjum","
COGS 188 - AI Algorithm & Social Language (A)
",S217,42,"
30
","
80.0%
","
83.3%
","
7.50
","
B+ (3.45)
","
B+ (3.37)
"
"Gupta, Anjum","
COGS 188 - AI Algorithm & Social Language (A)
",S216,26,"
20
","
90.0%
","
100.0%
","
6.10
","
B+ (3.35)
","
B- (2.97)
"
"Belew, Richard K                   ","
COGS 188 - Representation,Search&the Web  (A)
",SP10,14,"
10
","
70.0%
","
80.0%
","
9.90
","
B (3.20)
","
N/A
"
"Belew, Richard K","
COGS 188 - Representation,Search&the Web  (A)
",WI09,11,"
9
","
100.0%
","
100.0%
","
5.83
","
B (3.25)
","
N/A
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"D'Amico, Alessandro","
COGS 189 - Brain Computer Interfaces (A)
",WI23,175,"
108
","
90.5%
","
96.2%
","
5.19
","
A- (3.71)
","
A- (3.74)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI22,194,"
99
","
91.8%
","
89.7%
","
4.89
","
B+ (3.63)
","
A- (3.83)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI21,144,"
58
","
94.7%
","
94.7%
","
4.61
","
A- (3.80)
","
A- (3.93)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI20,153,"
50
","
98.0%
","
98.0%
","
5.11
","
B+ (3.67)
","
A- (3.80)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI19,108,"
18
","
88.2%
","
94.1%
","
4.15
","
A- (3.71)
","
A- (3.77)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI18,85,"
37
","
94.3%
","
91.4%
","
5.06
","
A- (3.81)
","
A- (3.91)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI17,26,"
9
","
100.0%
","
100.0%
","
5.50
","
A- (3.89)
","
A- (3.98)
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI16,15,"
5
","
100.0%
","
100.0%
","
6.90
","
A- (3.75)
","
N/A
"
"De Sa, Virginia","
COGS 189 - Brain Computer Interfaces (A)
",WI14,20,"
9
","
100.0%
","
100.0%
","
5.93
","
A- (3.88)
","
A (4.00)
"
Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",FA22,208,"
82
","
93.5%
","
96.1%
","
2.35
","
A- (3.91)
","
A- (3.90)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",S222,30,"
24
","
90.9%
","
95.5%
","
3.75
","
A- (3.82)
","
A- (3.87)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",WI22,180,"
79
","
93.4%
","
90.8%
","
3.18
","
A- (3.79)
","
B+ (3.67)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",S221,34,"
8
","
100.0%
","
100.0%
","
3.50
","
A (4.00)
","
B+ (3.55)
"
"Boyle, Mary E. T.","
COGS 2 - Cognitive NeuroEconomics (A)
",WI21,80,"
52
","
98.1%
","
94.2%
","
3.73
","
A- (3.90)
","
A- (3.77)
"
